,Tweet, No. Likes,Time,No. Retweets
10,RT @_Rir0: @stcpay_ksa كفاية سرقتونا وكل ماندق نرفع لك معاملة 5 موظف يرفع معاملة وماشفنا منكم شيء هاتي فلوس ونحول ع @urpay_sa  ياجماعة لحد…,0,2022-02-19 21:27:56+00:00,3
11,RT @_Rir0: @stcpay_ksa كفاية سرقتونا وكل ماندق نرفع لك معاملة 5 موظف يرفع معاملة وماشفنا منكم شيء هاتي فلوس ونحول ع @urpay_sa  ياجماعة لحد…,0,2022-02-19 21:16:33+00:00,3
12,@stcpay_ksa كفاية سرقتونا وكل ماندق نرفع لك معاملة 5 موظف يرفع معاملة وماشفنا منكم شيء هاتي فلوس ونحول ع @urpay_sa  ياجماعة لحد يصدق الحرامية اس تي سي باي حولو او باي افضل وعندهم مميزات رجعو حلالنا ونحذف تطبيقكم اللي يجيب المرض,1,2022-02-19 21:13:04+00:00,3
13,حولت فلوس من باي بال الى بطاقتي في اس تي سي باي وياخذ الموضوع ٧ ايام وللحين ما وصلت فلوسي للمحفظه التحويل كان بتاريخ ١٢ فبراير @stcpay_ksa,2,2022-02-19 15:34:41+00:00,0
14,"@AppMrsool السلام عليكم
لقد تم عمل اس تي سي باي مره اخري... لماذا لم تحولو فلوس المناديب  الي الان",0,2022-02-19 08:39:10+00:00,0
15,"تحدي العمالقة في الأعطال وتعطيل مصالح الخلق.
اس تي سي باي vs الراجحي كابيتال 
لي يومين ما اقدر استخدم شبكة ولا تطبيق ومصالحي معطلة..
😭😭#stc_pay #stcpay_رجعي_فلوس_الناس",0,2022-02-19 07:00:15+00:00,0
16,@stcpay_ksa تحديث اخر الشهر ياخي حرام معي فلوس و اروح اتسلف من الناس عشان تطبيق اس تي سي باي يسون له تحديث وش ذنبي انا ؟؟؟؟!!!!,0,2022-02-18 12:03:37+00:00,0
17,ماعمري حولت لابوي فلوسه ويوم حولتها من اس تي سي باي لقمت ولا عاد طلعت من غرفتي خفت يقول ماوصلت فلوس الرجال ؟ للحين🙃,0,2022-02-17 16:15:56+00:00,0
18,امس هرفي واليوم ماك وتو في وحده تبي تشتري فوتوكارد يلا بتقهوى عالفلوس العصر والمشكله انا احس ان فلوس اس تي سي باي مو صدقيه عشان كذا اصرفها زي المجنونه https://t.co/TWPLLeABz7,3,2022-02-17 08:13:25+00:00,0
19,RT @j5iz_: @stcpay_ksa لي يومين محول فلوس من الاهلي الى اس تي سي باي و للحين ما وصلت و كلمت الدعم قالوا بنرفع بلاغ ولا فيه اي فايده ارجو ال…,0,2022-02-16 13:50:14+00:00,1
20,@stcpay_ksa لي يومين محول فلوس من الاهلي الى اس تي سي باي و للحين ما وصلت و كلمت الدعم قالوا بنرفع بلاغ ولا فيه اي فايده ارجو الرد الان!,0,2022-02-16 12:51:20+00:00,1
21,@stcpay_ksa اضفت فلوس من البنك حقي للمحفظةًفي اس تي سي باي وللحين ماوصلت وادق عليكم وماتردون!! وش السواة؟؟,0,2022-02-16 09:28:35+00:00,0
